date,usage,dollars,type
08:00AM 30 March 2026,0.66 kWh,$0.23,actual
09:00AM 30 March 2026,0.53 kWh,$0.20,actual
10:00AM 30 March 2026,0.79 kWh,$0.27,actual
11:00AM 30 March 2026,0.99 kWh,$0.32,actual
12:00PM 30 March 2026,1.01 kWh,$0.33,actual
01:00PM 30 March 2026,1.07 kWh,$0.34,actual
02:00PM 30 March 2026,2.05 kWh,$0.60,actual
03:00PM 30 March 2026,0.92 kWh,$0.30,actual
04:00PM 30 March 2026,1.13 kWh,$0.36,actual
05:00PM 30 March 2026,1.17 kWh,$0.37,actual
06:00PM 30 March 2026,2.22 kWh,$0.65,powerShout
07:00PM 30 March 2026,2.70 kWh,$0.78,actual
08:00PM 30 March 2026,2.28 kWh,$0.67,actual
09:00PM 30 March 2026,2.84 kWh,$0.53,actual
10:00PM 30 March 2026,2.05 kWh,$0.40,actual
11:00PM 30 March 2026,3.24 kWh,$0.60,actual
12:00AM 31 March 2026,4.58 kWh,$0.83,actual
01:00AM 31 March 2026,4.47 kWh,$0.81,actual
02:00AM 31 March 2026,4.51 kWh,$0.81,actual
03:00AM 31 March 2026,3.70 kWh,$0.68,actual
04:00AM 31 March 2026,1.68 kWh,$0.34,actual
05:00AM 31 March 2026,1.59 kWh,$0.32,actual
06:00AM 31 March 2026,1.31 kWh,$0.28,actual
07:00AM 31 March 2026,1.81 kWh,$0.54,actual
08:00AM 31 March 2026,1.03 kWh,$0.33,actual
09:00AM 31 March 2026,1.42 kWh,$0.44,actual
10:00AM 31 March 2026,0.76 kWh,$0.26,actual
11:00AM 31 March 2026,1.16 kWh,$0.37,actual
12:00PM 31 March 2026,0.78 kWh,$0.26,actual
01:00PM 31 March 2026,1.67 kWh,$0.50,actual
02:00PM 31 March 2026,0.81 kWh,$0.27,actual
03:00PM 31 March 2026,0.77 kWh,$0.26,actual
04:00PM 31 March 2026,1.56 kWh,$0.47,actual
05:00PM 31 March 2026,1.66 kWh,$0.50,actual
06:00PM 31 March 2026,2.46 kWh,$0.72,powerShout
07:00PM 31 March 2026,2.47 kWh,$0.72,actual
08:00PM 31 March 2026,2.48 kWh,$0.72,actual
09:00PM 31 March 2026,2.58 kWh,$0.49,actual
10:00PM 31 March 2026,2.23 kWh,$0.43,actual
11:00PM 31 March 2026,3.04 kWh,$0.57,actual
12:00AM 1 April 2026,4.48 kWh,$0.81,actual
01:00AM 1 April 2026,4.52 kWh,$0.82,actual
02:00AM 1 April 2026,4.53 kWh,$0.82,actual
03:00AM 1 April 2026,4.56 kWh,$0.82,actual
04:00AM 1 April 2026,2.65 kWh,$0.50,actual
05:00AM 1 April 2026,2.14 kWh,$0.41,actual
06:00AM 1 April 2026,1.84 kWh,$0.36,actual
07:00AM 1 April 2026,3.19 kWh,$0.91,actual
08:00AM 1 April 2026,2.00 kWh,$0.59,actual
09:00AM 1 April 2026,0.51 kWh,$0.19,actual
10:00AM 1 April 2026,0.87 kWh,$0.29,actual
11:00AM 1 April 2026,1.52 kWh,$0.46,actual
12:00PM 1 April 2026,1.46 kWh,$0.45,actual
01:00PM 1 April 2026,0.55 kWh,$0.20,actual
02:00PM 1 April 2026,2.09 kWh,$0.62,actual
03:00PM 1 April 2026,1.69 kWh,$0.51,actual
04:00PM 1 April 2026,0.98 kWh,$0.32,actual
05:00PM 1 April 2026,1.19 kWh,$0.38,actual
06:00PM 1 April 2026,1.70 kWh,$0.51,actual
07:00PM 1 April 2026,2.43 kWh,$0.71,actual
08:00PM 1 April 2026,2.14 kWh,$0.63,actual
09:00PM 1 April 2026,2.62 kWh,$0.50,actual
10:00PM 1 April 2026,2.12 kWh,$0.41,actual
11:00PM 1 April 2026,3.50 kWh,$0.64,actual
12:00AM 2 April 2026,4.53 kWh,$0.82,actual
01:00AM 2 April 2026,4.29 kWh,$0.78,actual
02:00AM 2 April 2026,4.29 kWh,$0.78,actual
03:00AM 2 April 2026,4.26 kWh,$0.77,actual
04:00AM 2 April 2026,2.18 kWh,$0.42,actual
05:00AM 2 April 2026,1.11 kWh,$0.24,actual
06:00AM 2 April 2026,2.28 kWh,$0.44,actual
07:00AM 2 April 2026,1.84 kWh,$0.55,actual
08:00AM 2 April 2026,1.14 kWh,$0.36,actual
09:00AM 2 April 2026,0.87 kWh,$0.29,actual
10:00AM 2 April 2026,0.95 kWh,$0.31,actual
11:00AM 2 April 2026,0.64 kWh,$0.23,actual
12:00PM 2 April 2026,0.75 kWh,$0.26,actual
01:00PM 2 April 2026,0.82 kWh,$0.28,actual
02:00PM 2 April 2026,0.49 kWh,$0.19,actual
03:00PM 2 April 2026,0.76 kWh,$0.26,actual
04:00PM 2 April 2026,0.57 kWh,$0.21,actual
05:00PM 2 April 2026,0.80 kWh,$0.27,actual
06:00PM 2 April 2026,0.76 kWh,$0.26,actual
07:00PM 2 April 2026,2.19 kWh,$0.64,actual
08:00PM 2 April 2026,2.07 kWh,$0.61,actual
09:00PM 2 April 2026,2.24 kWh,$0.43,actual
10:00PM 2 April 2026,1.72 kWh,$0.34,actual
11:00PM 2 April 2026,2.96 kWh,$0.55,actual
12:00AM 3 April 2026,4.27 kWh,$0.77,actual
01:00AM 3 April 2026,4.16 kWh,$0.76,actual
02:00AM 3 April 2026,4.16 kWh,$0.76,actual
03:00AM 3 April 2026,1.10 kWh,$0.24,actual
04:00AM 3 April 2026,1.07 kWh,$0.24,actual
05:00AM 3 April 2026,1.30 kWh,$0.27,actual
06:00AM 3 April 2026,1.19 kWh,$0.25,actual
07:00AM 3 April 2026,0.95 kWh,$0.31,actual
08:00AM 3 April 2026,1.07 kWh,$0.34,actual
09:00AM 3 April 2026,1.62 kWh,$0.49,actual
10:00AM 3 April 2026,0.87 kWh,$0.29,actual
11:00AM 3 April 2026,1.91 kWh,$0.57,actual
12:00PM 3 April 2026,1.34 kWh,$0.41,actual
01:00PM 3 April 2026,0.52 kWh,$0.19,actual
02:00PM 3 April 2026,0.39 kWh,$0.16,actual
03:00PM 3 April 2026,0.43 kWh,$0.17,actual
04:00PM 3 April 2026,0.64 kWh,$0.23,actual
05:00PM 3 April 2026,1.31 kWh,$0.41,actual
06:00PM 3 April 2026,1.32 kWh,$0.41,actual
07:00PM 3 April 2026,1.86 kWh,$0.55,actual
08:00PM 3 April 2026,1.60 kWh,$0.49,actual
09:00PM 3 April 2026,1.75 kWh,$0.35,actual
10:00PM 3 April 2026,1.78 kWh,$0.36,actual
11:00PM 3 April 2026,2.90 kWh,$0.54,actual
12:00AM 4 April 2026,4.00 kWh,$0.73,actual
01:00AM 4 April 2026,4.00 kWh,$0.73,actual
02:00AM 4 April 2026,3.99 kWh,$0.73,actual
03:00AM 4 April 2026,2.00 kWh,$0.39,actual
04:00AM 4 April 2026,1.20 kWh,$0.26,actual
05:00AM 4 April 2026,1.35 kWh,$0.28,actual
06:00AM 4 April 2026,0.72 kWh,$0.18,actual
07:00AM 4 April 2026,0.88 kWh,$0.29,actual
08:00AM 4 April 2026,0.65 kWh,$0.23,actual
09:00AM 4 April 2026,1.69 kWh,$0.51,actual
10:00AM 4 April 2026,1.43 kWh,$0.44,actual
11:00AM 4 April 2026,0.58 kWh,$0.21,actual
12:00PM 4 April 2026,0.77 kWh,$0.26,actual
01:00PM 4 April 2026,1.83 kWh,$0.55,actual
02:00PM 4 April 2026,1.03 kWh,$0.33,actual
03:00PM 4 April 2026,0.46 kWh,$0.18,actual
04:00PM 4 April 2026,1.02 kWh,$0.33,actual
05:00PM 4 April 2026,1.17 kWh,$0.37,actual
06:00PM 4 April 2026,1.74 kWh,$0.52,actual
07:00PM 4 April 2026,1.78 kWh,$0.53,actual
08:00PM 4 April 2026,2.06 kWh,$0.61,actual
09:00PM 4 April 2026,2.80 kWh,$0.53,actual
10:00PM 4 April 2026,1.86 kWh,$0.37,actual
11:00PM 4 April 2026,2.79 kWh,$0.53,actual
12:00AM 5 April 2026,4.43 kWh,$0.80,actual
01:00AM 5 April 2026,4.31 kWh,$0.78,actual
02:00AM 5 April 2026,4.34 kWh,$0.78,actual
02:00AM 5 April 2026,4.34 kWh,$0.78,actual
03:00AM 5 April 2026,3.03 kWh,$0.56,actual
04:00AM 5 April 2026,2.08 kWh,$0.40,actual
05:00AM 5 April 2026,1.14 kWh,$0.25,actual
06:00AM 5 April 2026,1.44 kWh,$0.30,actual
07:00AM 5 April 2026,1.34 kWh,$0.41,actual
08:00AM 5 April 2026,1.57 kWh,$0.47,actual
09:00AM 5 April 2026,3.32 kWh,$0.94,actual
10:00AM 5 April 2026,1.81 kWh,$0.54,actual
11:00AM 5 April 2026,1.81 kWh,$0.54,actual
12:00PM 5 April 2026,2.38 kWh,$0.69,actual
01:00PM 5 April 2026,0.92 kWh,$0.30,actual
02:00PM 5 April 2026,1.03 kWh,$0.33,actual
03:00PM 5 April 2026,1.73 kWh,$0.52,actual
04:00PM 5 April 2026,0.48 kWh,$0.18,actual
05:00PM 5 April 2026,0.82 kWh,$0.27,actual
06:00PM 5 April 2026,0.65 kWh,$0.23,actual
07:00PM 5 April 2026,1.67 kWh,$0.50,actual
08:00PM 5 April 2026,4.48 kWh,$1.26,actual
09:00PM 5 April 2026,2.95 kWh,$0.55,actual
10:00PM 5 April 2026,2.53 kWh,$0.48,actual
11:00PM 5 April 2026,3.03 kWh,$0.56,actual
12:00AM 6 April 2026,4.37 kWh,$0.79,actual
01:00AM 6 April 2026,4.36 kWh,$0.79,actual
02:00AM 6 April 2026,4.24 kWh,$0.77,actual
03:00AM 6 April 2026,1.63 kWh,$0.33,actual
04:00AM 6 April 2026,1.12 kWh,$0.24,actual
05:00AM 6 April 2026,1.61 kWh,$0.33,actual
06:00AM 6 April 2026,1.15 kWh,$0.25,actual
07:00AM 6 April 2026,1.02 kWh,$0.33,actual
08:00AM 6 April 2026,1.26 kWh,$0.39,actual
09:00AM 6 April 2026,0.72 kWh,$0.25,actual
10:00AM 6 April 2026,1.09 kWh,$0.35,actual
11:00AM 6 April 2026,0.81 kWh,$0.27,actual
12:00PM 6 April 2026,0.75 kWh,$0.26,actual
01:00PM 6 April 2026,0.94 kWh,$0.31,actual
02:00PM 6 April 2026,0.63 kWh,$0.22,actual
03:00PM 6 April 2026,0.85 kWh,$0.28,actual
04:00PM 6 April 2026,2.28 kWh,$0.67,actual
05:00PM 6 April 2026,2.04 kWh,$0.60,actual
06:00PM 6 April 2026,2.84 kWh,$0.82,actual
07:00PM 6 April 2026,3.04 kWh,$0.87,actual
08:00PM 6 April 2026,1.63 kWh,$0.49,actual
09:00PM 6 April 2026,1.22 kWh,$0.26,actual
10:00PM 6 April 2026,1.63 kWh,$0.33,actual
11:00PM 6 April 2026,2.77 kWh,$0.52,actual
12:00AM 7 April 2026,4.33 kWh,$0.78,actual
01:00AM 7 April 2026,4.33 kWh,$0.78,actual
02:00AM 7 April 2026,4.15 kWh,$0.75,actual
03:00AM 7 April 2026,1.07 kWh,$0.24,actual
04:00AM 7 April 2026,1.42 kWh,$0.29,actual
05:00AM 7 April 2026,1.38 kWh,$0.29,actual
06:00AM 7 April 2026,1.10 kWh,$0.24,actual
07:00AM 7 April 2026,1.08 kWh,$0.34,actual
08:00AM 7 April 2026,1.11 kWh,$0.35,actual
09:00AM 7 April 2026,2.17 kWh,$0.64,actual
10:00AM 7 April 2026,0.97 kWh,$0.32,actual
11:00AM 7 April 2026,0.80 kWh,$0.27,actual
12:00PM 7 April 2026,0.72 kWh,$0.25,actual
01:00PM 7 April 2026,1.50 kWh,$0.46,actual
02:00PM 7 April 2026,0.56 kWh,$0.21,actual
03:00PM 7 April 2026,0.95 kWh,$0.31,actual
04:00PM 7 April 2026,1.02 kWh,$0.33,actual
05:00PM 7 April 2026,1.87 kWh,$0.56,actual
06:00PM 7 April 2026,3.04 kWh,$0.87,actual
07:00PM 7 April 2026,2.13 kWh,$0.63,actual
08:00PM 7 April 2026,0.99 kWh,$0.32,actual
09:00PM 7 April 2026,2.40 kWh,$0.46,actual
10:00PM 7 April 2026,1.70 kWh,$0.34,actual
11:00PM 7 April 2026,2.96 kWh,$0.55,actual
12:00AM 8 April 2026,4.54 kWh,$0.82,actual
01:00AM 8 April 2026,4.43 kWh,$0.80,actual
02:00AM 8 April 2026,4.42 kWh,$0.80,actual
03:00AM 8 April 2026,3.35 kWh,$0.62,actual
04:00AM 8 April 2026,1.86 kWh,$0.37,actual
05:00AM 8 April 2026,1.79 kWh,$0.36,actual
06:00AM 8 April 2026,1.30 kWh,$0.27,actual
07:00AM 8 April 2026,1.46 kWh,$0.45,actual
08:00AM 8 April 2026,1.55 kWh,$0.47,actual
09:00AM 8 April 2026,1.41 kWh,$0.43,actual
10:00AM 8 April 2026,0.87 kWh,$0.29,actual
11:00AM 8 April 2026,0.88 kWh,$0.29,actual
12:00PM 8 April 2026,1.01 kWh,$0.33,actual
01:00PM 8 April 2026,0.74 kWh,$0.25,actual
02:00PM 8 April 2026,0.81 kWh,$0.27,actual
03:00PM 8 April 2026,0.59 kWh,$0.22,actual
04:00PM 8 April 2026,1.06 kWh,$0.34,actual
05:00PM 8 April 2026,1.44 kWh,$0.44,actual
06:00PM 8 April 2026,1.52 kWh,$0.46,actual
07:00PM 8 April 2026,2.10 kWh,$0.62,actual
08:00PM 8 April 2026,1.78 kWh,$0.53,actual
09:00PM 8 April 2026,1.84 kWh,$0.36,actual
10:00PM 8 April 2026,1.54 kWh,$0.31,actual
11:00PM 8 April 2026,2.53 kWh,$0.48,actual
12:00AM 9 April 2026,3.99 kWh,$0.73,actual
01:00AM 9 April 2026,3.91 kWh,$0.71,actual
02:00AM 9 April 2026,3.87 kWh,$0.71,actual
03:00AM 9 April 2026,3.88 kWh,$0.71,actual
04:00AM 9 April 2026,3.60 kWh,$0.66,actual
05:00AM 9 April 2026,0.72 kWh,$0.18,actual
06:00AM 9 April 2026,1.13 kWh,$0.25,actual
07:00AM 9 April 2026,0.90 kWh,$0.30,actual
08:00AM 9 April 2026,1.57 kWh,$0.48,actual
09:00AM 9 April 2026,1.44 kWh,$0.44,actual
10:00AM 9 April 2026,0.82 kWh,$0.28,actual
11:00AM 9 April 2026,0.58 kWh,$0.21,actual
12:00PM 9 April 2026,1.01 kWh,$0.33,actual
01:00PM 9 April 2026,1.36 kWh,$0.42,actual
02:00PM 9 April 2026,1.51 kWh,$0.46,actual
03:00PM 9 April 2026,0.59 kWh,$0.21,actual
04:00PM 9 April 2026,0.60 kWh,$0.22,actual
05:00PM 9 April 2026,1.33 kWh,$0.41,actual
06:00PM 9 April 2026,1.35 kWh,$0.42,actual
07:00PM 9 April 2026,1.74 kWh,$0.52,actual
08:00PM 9 April 2026,2.33 kWh,$0.68,actual
09:00PM 9 April 2026,1.79 kWh,$0.36,actual
10:00PM 9 April 2026,2.12 kWh,$0.41,actual
11:00PM 9 April 2026,2.66 kWh,$0.50,actual
12:00AM 10 April 2026,4.04 kWh,$0.74,actual
01:00AM 10 April 2026,3.98 kWh,$0.73,actual
02:00AM 10 April 2026,3.42 kWh,$0.63,actual
03:00AM 10 April 2026,1.39 kWh,$0.29,actual
04:00AM 10 April 2026,1.25 kWh,$0.27,actual
05:00AM 10 April 2026,1.15 kWh,$0.25,actual
06:00AM 10 April 2026,1.10 kWh,$0.24,actual
07:00AM 10 April 2026,0.82 kWh,$0.27,actual
08:00AM 10 April 2026,2.08 kWh,$0.61,actual
09:00AM 10 April 2026,1.46 kWh,$0.45,actual
10:00AM 10 April 2026,1.06 kWh,$0.34,actual
11:00AM 10 April 2026,0.64 kWh,$0.23,actual
12:00PM 10 April 2026,1.01 kWh,$0.33,actual
01:00PM 10 April 2026,0.84 kWh,$0.28,actual
02:00PM 10 April 2026,0.70 kWh,$0.24,actual
03:00PM 10 April 2026,0.49 kWh,$0.19,actual
04:00PM 10 April 2026,0.57 kWh,$0.21,actual
05:00PM 10 April 2026,1.26 kWh,$0.39,actual
06:00PM 10 April 2026,2.07 kWh,$0.61,actual
07:00PM 10 April 2026,2.80 kWh,$0.81,actual
08:00PM 10 April 2026,2.38 kWh,$0.69,actual
09:00PM 10 April 2026,2.78 kWh,$0.52,actual
10:00PM 10 April 2026,2.01 kWh,$0.39,actual
11:00PM 10 April 2026,2.69 kWh,$0.51,actual
12:00AM 11 April 2026,3.93 kWh,$0.72,actual
01:00AM 11 April 2026,3.86 kWh,$0.70,actual
02:00AM 11 April 2026,3.88 kWh,$0.71,actual
03:00AM 11 April 2026,3.90 kWh,$0.71,actual
04:00AM 11 April 2026,1.15 kWh,$0.25,actual
05:00AM 11 April 2026,0.92 kWh,$0.21,actual
06:00AM 11 April 2026,0.91 kWh,$0.21,actual
07:00AM 11 April 2026,0.97 kWh,$0.32,actual
08:00AM 11 April 2026,1.35 kWh,$0.42,actual
09:00AM 11 April 2026,0.95 kWh,$0.31,actual
10:00AM 11 April 2026,1.96 kWh,$0.58,actual
11:00AM 11 April 2026,1.34 kWh,$0.42,actual
12:00PM 11 April 2026,0.68 kWh,$0.24,actual
01:00PM 11 April 2026,0.65 kWh,$0.23,actual
02:00PM 11 April 2026,0.64 kWh,$0.23,actual
03:00PM 11 April 2026,0.74 kWh,$0.25,actual
04:00PM 11 April 2026,0.57 kWh,$0.21,actual
05:00PM 11 April 2026,1.49 kWh,$0.45,actual
06:00PM 11 April 2026,1.34 kWh,$0.42,actual
07:00PM 11 April 2026,1.45 kWh,$0.44,actual
08:00PM 11 April 2026,2.39 kWh,$0.70,actual
09:00PM 11 April 2026,1.91 kWh,$0.38,actual
10:00PM 11 April 2026,1.53 kWh,$0.31,actual
11:00PM 11 April 2026,2.28 kWh,$0.44,actual
12:00AM 12 April 2026,3.83 kWh,$0.70,actual
01:00AM 12 April 2026,3.80 kWh,$0.70,actual
02:00AM 12 April 2026,3.86 kWh,$0.70,actual
03:00AM 12 April 2026,3.95 kWh,$0.72,actual
04:00AM 12 April 2026,3.04 kWh,$0.57,actual
05:00AM 12 April 2026,0.62 kWh,$0.16,actual
06:00AM 12 April 2026,1.69 kWh,$0.34,actual
07:00AM 12 April 2026,0.84 kWh,$0.28,actual
08:00AM 12 April 2026,0.58 kWh,$0.21,actual
09:00AM 12 April 2026,1.41 kWh,$0.43,actual
10:00AM 12 April 2026,1.21 kWh,$0.38,actual
11:00AM 12 April 2026,1.15 kWh,$0.36,actual
12:00PM 12 April 2026,0.69 kWh,$0.24,actual
01:00PM 12 April 2026,0.72 kWh,$0.25,actual
02:00PM 12 April 2026,0.85 kWh,$0.28,actual
03:00PM 12 April 2026,0.72 kWh,$0.25,actual
04:00PM 12 April 2026,2.22 kWh,$0.65,actual
05:00PM 12 April 2026,2.30 kWh,$0.67,actual
06:00PM 12 April 2026,3.03 kWh,$0.87,actual
07:00PM 12 April 2026,1.76 kWh,$0.53,actual
08:00PM 12 April 2026,1.75 kWh,$0.53,actual
09:00PM 12 April 2026,2.63 kWh,$0.50,actual
10:00PM 12 April 2026,1.54 kWh,$0.31,actual
11:00PM 12 April 2026,2.62 kWh,$0.50,actual
12:00AM 13 April 2026,3.99 kWh,$0.73,actual
01:00AM 13 April 2026,4.02 kWh,$0.73,actual
02:00AM 13 April 2026,4.01 kWh,$0.73,actual
03:00AM 13 April 2026,3.98 kWh,$0.73,actual
04:00AM 13 April 2026,1.32 kWh,$0.28,actual
05:00AM 13 April 2026,1.16 kWh,$0.25,actual
06:00AM 13 April 2026,1.48 kWh,$0.30,actual
07:00AM 13 April 2026,1.30 kWh,$0.41,actual
08:00AM 13 April 2026,1.42 kWh,$0.44,actual
09:00AM 13 April 2026,0.53 kWh,$0.20,actual
10:00AM 13 April 2026,0.45 kWh,$0.18,actual
11:00AM 13 April 2026,0.69 kWh,$0.24,actual
12:00PM 13 April 2026,0.97 kWh,$0.32,actual
01:00PM 13 April 2026,0.50 kWh,$0.19,actual
02:00PM 13 April 2026,0.82 kWh,$0.28,actual
03:00PM 13 April 2026,0.86 kWh,$0.29,actual
04:00PM 13 April 2026,0.89 kWh,$0.29,actual
05:00PM 13 April 2026,1.56 kWh,$0.47,actual
06:00PM 13 April 2026,2.05 kWh,$0.61,actual
07:00PM 13 April 2026,2.94 kWh,$0.84,actual
08:00PM 13 April 2026,2.29 kWh,$0.67,actual
09:00PM 13 April 2026,3.15 kWh,$0.59,actual
10:00PM 13 April 2026,2.63 kWh,$0.50,actual
11:00PM 13 April 2026,3.35 kWh,$0.62,actual
12:00AM 14 April 2026,4.46 kWh,$0.80,actual
01:00AM 14 April 2026,4.32 kWh,$0.78,actual
02:00AM 14 April 2026,4.32 kWh,$0.78,actual
03:00AM 14 April 2026,4.40 kWh,$0.80,actual
04:00AM 14 April 2026,2.20 kWh,$0.43,actual
05:00AM 14 April 2026,1.73 kWh,$0.35,actual
06:00AM 14 April 2026,1.53 kWh,$0.31,actual
07:00AM 14 April 2026,1.22 kWh,$0.38,actual
08:00AM 14 April 2026,2.16 kWh,$0.63,actual
09:00AM 14 April 2026,1.24 kWh,$0.39,actual
10:00AM 14 April 2026,0.48 kWh,$0.19,actual
11:00AM 14 April 2026,0.63 kWh,$0.22,actual
12:00PM 14 April 2026,0.53 kWh,$0.20,actual
01:00PM 14 April 2026,0.92 kWh,$0.30,actual
02:00PM 14 April 2026,0.50 kWh,$0.19,actual
03:00PM 14 April 2026,0.82 kWh,$0.28,actual
04:00PM 14 April 2026,1.25 kWh,$0.39,actual
05:00PM 14 April 2026,1.45 kWh,$0.44,actual
06:00PM 14 April 2026,3.61 kWh,$1.02,actual
07:00PM 14 April 2026,2.48 kWh,$0.72,actual
08:00PM 14 April 2026,3.19 kWh,$0.91,actual
09:00PM 14 April 2026,2.27 kWh,$0.44,actual
10:00PM 14 April 2026,2.52 kWh,$0.48,actual
11:00PM 14 April 2026,3.34 kWh,$0.62,actual
12:00AM 15 April 2026,4.77 kWh,$0.86,actual
01:00AM 15 April 2026,5.08 kWh,$0.91,actual
02:00AM 15 April 2026,5.00 kWh,$0.90,actual
03:00AM 15 April 2026,4.27 kWh,$0.77,actual
04:00AM 15 April 2026,1.23 kWh,$0.26,actual
05:00AM 15 April 2026,1.48 kWh,$0.30,actual
06:00AM 15 April 2026,1.21 kWh,$0.26,actual
07:00AM 15 April 2026,1.92 kWh,$0.57,actual
08:00AM 15 April 2026,2.31 kWh,$0.68,actual
09:00AM 15 April 2026,1.95 kWh,$0.58,actual
10:00AM 15 April 2026,1.47 kWh,$0.45,actual
11:00AM 15 April 2026,1.67 kWh,$0.50,actual
12:00PM 15 April 2026,1.64 kWh,$0.50,actual
01:00PM 15 April 2026,1.15 kWh,$0.36,actual
02:00PM 15 April 2026,1.06 kWh,$0.34,actual
03:00PM 15 April 2026,0.68 kWh,$0.24,actual
04:00PM 15 April 2026,1.26 kWh,$0.39,actual
05:00PM 15 April 2026,1.33 kWh,$0.41,actual
06:00PM 15 April 2026,2.50 kWh,$0.72,actual
07:00PM 15 April 2026,3.01 kWh,$0.86,actual
08:00PM 15 April 2026,1.66 kWh,$0.50,actual
09:00PM 15 April 2026,3.16 kWh,$0.59,actual
10:00PM 15 April 2026,2.73 kWh,$0.52,actual
11:00PM 15 April 2026,3.18 kWh,$0.59,actual
12:00AM 16 April 2026,4.42 kWh,$0.80,actual
01:00AM 16 April 2026,4.45 kWh,$0.80,actual
02:00AM 16 April 2026,4.39 kWh,$0.79,actual
03:00AM 16 April 2026,4.41 kWh,$0.80,actual
04:00AM 16 April 2026,3.42 kWh,$0.63,actual
05:00AM 16 April 2026,1.71 kWh,$0.34,actual
06:00AM 16 April 2026,1.61 kWh,$0.33,actual
07:00AM 16 April 2026,1.92 kWh,$0.57,actual
08:00AM 16 April 2026,2.36 kWh,$0.69,actual
09:00AM 16 April 2026,1.74 kWh,$0.52,actual
10:00AM 16 April 2026,1.61 kWh,$0.49,actual
11:00AM 16 April 2026,0.91 kWh,$0.30,actual
12:00PM 16 April 2026,1.35 kWh,$0.42,actual
01:00PM 16 April 2026,0.94 kWh,$0.31,actual
02:00PM 16 April 2026,0.75 kWh,$0.26,actual
03:00PM 16 April 2026,0.79 kWh,$0.27,actual
04:00PM 16 April 2026,0.90 kWh,$0.30,actual
05:00PM 16 April 2026,0.94 kWh,$0.31,actual
06:00PM 16 April 2026,2.05 kWh,$0.61,actual
07:00PM 16 April 2026,2.07 kWh,$0.61,actual
08:00PM 16 April 2026,1.52 kWh,$0.46,actual
09:00PM 16 April 2026,3.38 kWh,$0.62,actual
10:00PM 16 April 2026,3.64 kWh,$0.67,actual
11:00PM 16 April 2026,3.22 kWh,$0.60,actual
12:00AM 17 April 2026,4.63 kWh,$0.83,actual
01:00AM 17 April 2026,4.63 kWh,$0.83,actual
02:00AM 17 April 2026,4.55 kWh,$0.82,actual
03:00AM 17 April 2026,4.09 kWh,$0.74,actual
04:00AM 17 April 2026,1.60 kWh,$0.33,actual
05:00AM 17 April 2026,1.54 kWh,$0.31,actual
06:00AM 17 April 2026,1.63 kWh,$0.33,actual
07:00AM 17 April 2026,1.60 kWh,$0.49,actual
08:00AM 17 April 2026,2.17 kWh,$0.64,actual
09:00AM 17 April 2026,1.48 kWh,$0.45,actual
10:00AM 17 April 2026,0.61 kWh,$0.22,actual
11:00AM 17 April 2026,1.63 kWh,$0.49,actual
12:00PM 17 April 2026,0.92 kWh,$0.30,actual
01:00PM 17 April 2026,2.64 kWh,$0.76,actual
02:00PM 17 April 2026,1.05 kWh,$0.34,actual
03:00PM 17 April 2026,0.67 kWh,$0.24,actual
04:00PM 17 April 2026,0.77 kWh,$0.26,actual
05:00PM 17 April 2026,2.26 kWh,$0.66,actual
06:00PM 17 April 2026,2.29 kWh,$0.67,actual
07:00PM 17 April 2026,2.47 kWh,$0.72,actual
08:00PM 17 April 2026,1.61 kWh,$0.49,actual
09:00PM 17 April 2026,2.31 kWh,$0.44,actual
10:00PM 17 April 2026,2.03 kWh,$0.40,actual
11:00PM 17 April 2026,3.27 kWh,$0.61,actual
12:00AM 18 April 2026,4.43 kWh,$0.80,actual
01:00AM 18 April 2026,4.44 kWh,$0.80,actual
02:00AM 18 April 2026,3.61 kWh,$0.66,actual
03:00AM 18 April 2026,1.35 kWh,$0.28,actual
04:00AM 18 April 2026,1.41 kWh,$0.29,actual
05:00AM 18 April 2026,1.15 kWh,$0.25,actual
06:00AM 18 April 2026,1.64 kWh,$0.33,actual
07:00AM 18 April 2026,0.88 kWh,$0.29,actual
08:00AM 18 April 2026,0.58 kWh,$0.21,actual
09:00AM 18 April 2026,0.99 kWh,$0.32,actual
10:00AM 18 April 2026,1.54 kWh,$0.47,actual
11:00AM 18 April 2026,1.48 kWh,$0.45,actual
12:00PM 18 April 2026,1.47 kWh,$0.45,actual
01:00PM 18 April 2026,0.54 kWh,$0.20,actual
02:00PM 18 April 2026,0.47 kWh,$0.18,actual
03:00PM 18 April 2026,0.52 kWh,$0.19,actual
04:00PM 18 April 2026,0.89 kWh,$0.29,actual
05:00PM 18 April 2026,1.38 kWh,$0.43,actual
06:00PM 18 April 2026,1.81 kWh,$0.54,actual
07:00PM 18 April 2026,2.05 kWh,$0.60,actual
08:00PM 18 April 2026,1.54 kWh,$0.47,actual
09:00PM 18 April 2026,2.02 kWh,$0.40,actual
10:00PM 18 April 2026,1.79 kWh,$0.36,actual
11:00PM 18 April 2026,3.09 kWh,$0.58,actual
12:00AM 19 April 2026,4.45 kWh,$0.80,actual
01:00AM 19 April 2026,4.43 kWh,$0.80,actual
02:00AM 19 April 2026,4.49 kWh,$0.81,actual
03:00AM 19 April 2026,4.47 kWh,$0.81,actual
04:00AM 19 April 2026,1.59 kWh,$0.32,actual
05:00AM 19 April 2026,1.69 kWh,$0.34,actual
06:00AM 19 April 2026,2.13 kWh,$0.41,actual
07:00AM 19 April 2026,2.33 kWh,$0.68,actual
08:00AM 19 April 2026,2.07 kWh,$0.61,actual
